standard_concept_id,source_code,concept_name,concept_type,domain_id,vocabulary_id
40757014,21016,"Radical resection of tumor (eg, sarcoma), soft tissue of face or scalp; 2 cm or greater",surgery,Procedure,CPT4
40757014,21016,"Radical resection of tumor (eg, sarcoma), soft tissue of face or scalp; 2 cm or greater",radiation,Procedure,CPT4
1309190,63323013210,mitoxantrone 2 MG/ML Injectable Solution,chemo,Drug,NDC
40217105,C1796,"Brachytherapy seed, source tech medical 1-125 seed model stm 1251 (Deprecated)",radiation,Device,HCPCS
19057780,61703030509,Cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
19077461,187320302,Fluorouracil 50 MG/ML Topical Solution [Efudex],chemo,Drug,NDC
2753371,0DTF4ZZ,"Resection of Right Large Intestine, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2211872,77418,Intensity modulated radiation treatment delivery per session (Deprecated),radiation,Procedure,CPT4
2109720,51580,"Cystectomy, complete, with ureterosigmoidostomy or ureterocutaneous transplantations",surgery,Procedure,CPT4
2109720,51580,"Cystectomy, complete, with ureterosigmoidostomy or ureterocutaneous transplantations",radiation,Procedure,CPT4
2110179,58210,"Radical abdominal hysterectomy, with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling (biopsy), with or without removal of tube(s), with or without removal of ovary(s)",surgery,Procedure,CPT4
2744454,0BTL0ZZ,"Resection of Left Lung, Open Approach",surgery,Procedure,ICD10PCS
46257523,77318,"Brachytherapy isodose plan; complex (calculation[s] made from over 10 sources, or remote afterloading brachytherapy, over 12 channels), includes basic dosimetry calculation(s)",radiation,Procedure,CPT4
19057780,364246753,Cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
40224794,54569852401,medroxyprogesterone acetate 10 MG Oral Tablet [Provera],chemo,Drug,NDC
2211877,77431,Radiation therapy management with complete course of therapy consisting of 1 or 2 fractions only,radiation,Procedure,CPT4
2753498,0FT00ZZ,"Resection of Liver, Open Approach",surgery,Procedure,ICD10PCS
44816338,68152010303,ZEVALIN Y-90 VIAL,chemo,Drug,NDC
44782146,G9026,CHEMO ASSESSMENT PAIN LEVEL2 (Deprecated),chemo,Observation,HCPCS
35605641,69015201,5 ML Cytarabine 20 MG/ML Injection,chemo,Drug,NDC
2211865,77409,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks; 11-19 MeV (Deprecated)",radiation,Procedure,CPT4
2746521,0DB18ZZ,"Excision of Upper Esophagus, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
2750328,0H5UXZZ,"Destruction of Left Breast, External Approach (Deprecated)",surgery,Procedure,ICD10PCS
1305122,63323012259,methotrexate 1000 MG Injection,chemo,Drug,NDC
19010147,9037301,Cytarabine 20 MG/ML Injectable Solution [Cytosar],chemo,Drug,NDC
2615981,C2699  ,"Brachytherapy source, non-stranded, not otherwise specified, per source",radiation,Device,HCPCS
35604259,63323019355,5 ML irinotecan hydrochloride 20 MG/ML Injection,chemo,Drug,NDC
40217935,C1806,"Brachytherapy seed, best industries gold 198 (Deprecated)",radiation,Device,HCPCS
35605489,61703034418,fludarabine phosphate 50 MG Injection,chemo,Drug,NDC
40243759,55390024210,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution,chemo,Drug,NDC
19007234,S0172,"Chlorambucil, oral, 2 mg",chemo,Drug,HCPCS
46275610,55390003310,8 ML Methotrexate 25 MG/ML Injection,chemo,Drug,NDC
2108470,38530,"Biopsy or excision of lymph node(s); open, internal mammary node(s)",surgery,Procedure,CPT4
2776778,0TTB8ZZ,"Resection of Bladder, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
1333361,517092001,10 ML busulfan 6 MG/ML Injection,chemo,Drug,NDC
45890633,G6001,Ultrasonic guidance for placement of radiation therapy fields,radiation,Procedure,HCPCS
35605489,45963060955,fludarabine phosphate 50 MG Injection,chemo,Drug,NDC
35605881,10518010411,Epirubicin Hydrochloride 2 MG/ML Injectable Solution,chemo,Drug,NDC
40756925,28039,"Excision, tumor, soft tissue of foot or toe, subcutaneous; 1.5 cm or greater",surgery,Procedure,CPT4
40224789,54569080906,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19077215,68001026523,etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
2742065,0B5L3ZZ,"Destruction of Left Lung, Percutaneous Approach",surgery,Procedure,ICD10PCS
19125747,47335093021,temozolomide 180 MG Oral Capsule,chemo,Drug,NDC
2778906,0UTC8ZZ,"Resection of Cervix, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
46275601,58406067103,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
35605629,J9130,"Dacarbazine, 100 mg",chemo,Drug,HCPCS
2777706,0VB08ZZ,"Excision of Prostate, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
19047523,187200706,interferon alfacon-1 0.03 MG/ML Injectable Solution [Infergen],chemo,Drug,NDC
40224723,45963073474,docetaxel 20 MG/ML Injectable Solution,chemo,Drug,NDC
2101964,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",surgery,Procedure,CPT4
2746796,0DB90ZZ,"Excision of Duodenum, Open Approach",surgery,Procedure,ICD10PCS
40224789,536590701,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
2615980,C2698  ,"Brachytherapy source, stranded, not otherwise specified, per source",radiation,Device,HCPCS
2110231,58572,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g",surgery,Procedure,CPT4
4138738,58275,"Vaginal hysterectomy, with total or partial vaginectomy",surgery,Procedure,CPT4
19023529,16714046701,capecitabine 150 MG Oral Tablet,chemo,Drug,NDC
40224814,9006405,medroxyprogesterone acetate 2.5mg/1 ORAL TABLET,chemo,Drug,NDC
19057780,9306301,Cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
2110047,55875,"Transperineal placement of needles or catheters into prostate for interstitial radioelement application, with or without cystoscopy",radiation,Procedure,CPT4
36408146,15054912,Cyclophosphamide 20 MG/ML Injectable Solution [Cytoxan],chemo,Drug,NDC
40224109,9737611,1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe [Depo-Provera],chemo,Drug,NDC
40164972,68094051861,Megestrol Acetate 40 MG/ML Oral Suspension,chemo,Drug,NDC
1391848,58181303205,Lomustine 100 MG Oral Capsule,chemo,Drug,NDC
19082374,781269344,temozolomide 100 MG Oral Capsule,chemo,Drug,NDC
35603172,63323010294,gemcitabine 200 MG Injection,chemo,Drug,NDC
2780462,0V508ZZ,"Destruction of Prostate, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
792631,61703035010,methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
19057780,61703030436,cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
2744439,0BTB4ZZ,"Resection of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
19077215,703565801,Etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
19007332,66336033821,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
45776936,59137054500,0.55 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],chemo,Drug,NDC
1718758,42367012121,1 ML docetaxel 20 MG/ML Injection,chemo,Drug,NDC
1354778,15355741,{5 (Ifosfamide 50 MG/ML Injectable Solution) / 3 (Mesna 100 MG/ML Injectable Solution) } Pack,chemo,Drug,NDC
1337644,54868526008,capecitabine 500 MG Oral Tablet [Xeloda],chemo,Drug,NDC
1337644,54868526000,capecitabine 500 MG Oral Tablet [Xeloda],chemo,Drug,NDC
1350510,15340420,etoposide 100 MG Injection [Etopophos],chemo,Drug,NDC
46275604,69014601,2 ML Methotrexate 25 MG/ML Injection,chemo,Drug,NDC
2746804,0DB98ZZ,"Excision of Duodenum, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
1348265,38779227406,ANASTROZOLE 100% POWDER,chemo,Drug,NDC
2615746,C1719  ,"Brachytherapy source, non-stranded, non-high dose rate iridium-192, per source",radiation,Device,HCPCS
2744382,0BBF4ZZ,"Excision of Right Lower Lung Lobe, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
40224814,58016096930,medroxyprogesterone acetate 2.5 MG Oral Tablet [Provera],chemo,Drug,NDC
35605877,63323015125,25 ML epirubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
35605878,9509101,25 ML epirubicin hydrochloride 2 MG/ML Injection [Ellence],chemo,Drug,NDC
19125747,378526414,temozolomide 180 MG Oral Capsule,chemo,Drug,NDC
40757148,61782,"Stereotactic computer-assisted (navigational) procedure; cranial, extradural (List separately in addition to code for primary procedure)",radiation,Procedure,CPT4
1378385,55390011405,Paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
42629347,67457039410,10 ML doxorubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
19082374,65162080351,temozolomide 100 MG Oral Capsule,chemo,Drug,NDC
2104075,25065,"Biopsy, soft tissue of forearm and/or wrist; superficial",surgery,Procedure,CPT4
40224814,54569184903,medroxyprogesterone acetate 2.5 MG Oral Tablet [Provera],chemo,Drug,NDC
35603929,63323065027,20 ML oxaliplatin 5 MG/ML Injection,chemo,Drug,NDC
42628905,59762259601,20 ML idarubicin hydrochloride 1 MG/ML Injection,chemo,Drug,NDC
2110041,55860,"Exposure of prostate, any approach, for insertion of radioactive substance",radiation,Procedure,CPT4
2110553,61800,Application of stereotactic headframe for stereotactic radiosurgery (List separately in addition to code for primary procedure),radiation,Procedure,CPT4
19124326,78067461,topotecan 4 MG Injection [Hycamtin],chemo,Drug,NDC
4181511,G0355,"CHEMOTHERAPY ADMINISTRATION, SUBCUTANEOUS OR INTRAMUSCULAR NON-HORMONAL (Deprecated)",chemo,Procedure,HCPCS
40224789,23490585302,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
40224789,68115022510,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19079716,43975025314,temozolomide 20 MG Oral Capsule,chemo,Drug,NDC
2750324,0H5U0ZZ,"Destruction of Left Breast, Open Approach",surgery,Procedure,ICD10PCS
40164972,17856090730,Megestrol Acetate 40 MG/ML Oral Suspension,chemo,Drug,NDC
35605877,25021020325,25 ML epirubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
46257423,77316,"Brachytherapy isodose plan; simple (calculation[s] made from 1 to 4 sources, or remote afterloading brachytherapy, 1 channel), includes basic dosimetry calculation(s)",radiation,Procedure,CPT4
1378385,66758004302,paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
2744418,0BBK0ZZ,"Excision of Right Lung, Open Approach",surgery,Procedure,ICD10PCS
35605198,67457043111,1 ML vinorelbine 10 MG/ML Injection,chemo,Drug,NDC
2102641,17313,"Mohs micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s...",surgery,Procedure,CPT4
1377168,3633617,hydroxyurea 300 MG Oral Capsule [Droxia],chemo,Drug,NDC
1378385,25021021317,paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
1436683,310060412,Tamoxifen 20 MG Oral Tablet [Nolvadex],chemo,Drug,NDC
35604474,61703032322,bleomycin 30 UNT Injection,chemo,Drug,NDC
2104984,27327,"Excision, tumor, soft tissue of thigh or knee area, subcutaneous; less than 3 cm",surgery,Procedure,CPT4
2742072,0B5M7ZZ,"Destruction of Bilateral Lungs, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
1436683,172565760,Tamoxifen 20 MG Oral Tablet,chemo,Drug,NDC
2615968,C2633  ,BRACHYTHERAPY SOURCE (Deprecated),radiation,Device,HCPCS
2103826,24077,"Radical resection of tumor (eg, sarcoma), soft tissue of upper arm or elbow area; less than 5 cm",surgery,Procedure,CPT4
46275601,15305020,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
4261671,19302,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy",surgery,Procedure,CPT4
4261671,19302,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy",radiation,Procedure,CPT4
40243759,13125679,Doxorubicin 2 MG/ML Injectable Solution [Adriamycin PFS],chemo,Drug,NDC
19007300,378479106,fluorouracil 50 MG/ML Topical Cream,chemo,Drug,NDC
19102502,47335047583,imatinib 400 MG Oral Tablet,chemo,Drug,NDC
19079138,64679063302,1 ML octreotide 0.1 MG/ML Injection,chemo,Drug,NDC
2101991,11446,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter over 4.0 cm",surgery,Procedure,CPT4
955632,51552073304,FLUOROURACIL POWDER,chemo,Drug,NDC
2211847,77328,"Brachytherapy isodose plan; complex (multiplane isodose plan, volume implant calculations, over 10 sources/ribbons used, special spatial reconstruction, remote afterloading brachytherapy, over 12 sources) (Deprecated)",radiation,Procedure,CPT4
42628908,703415491,Idarubicin Hydrochloride 1 MG/ML Injectable Solution,chemo,Drug,NDC
1344910,15321530,Carboplatin 10 MG/ML Injectable Solution [Paraplatin],chemo,Drug,NDC
4301054,22901,"Excision, tumor, soft tissue of abdominal wall, subfascial (eg, intramuscular); 5 cm or greater",surgery,Procedure,CPT4
35605881,63323015100,100 ML epirubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
40164972,63739054951,megestrol acetate 40 MG/ML Oral Suspension,chemo,Drug,NDC
2110267,58952,"Resection (initial) of ovarian, tubal or primary peritoneal malignancy with bilateral salpingo-oophorectomy and omentectomy; with radical dissection for debulking (ie, radical excision or destruction, intra-abdominal or retroperitoneal tumors)",surgery,Procedure,CPT4
1593011,51309020005,Vincristine Sulfate 1 MG/ML Injectable Solution,chemo,Drug,NDC
42628973,10139006311,10 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
40224789,43063043810,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
1378385,55390030420,Paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
36249854,J9307,"Injection, pralatrexate, 1 mg",chemo,Drug,HCPCS
40243759,69303320,doxorubicin hydrochloride 2 MG/ML Injectable Solution,chemo,Drug,NDC
2102052,11620,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",surgery,Procedure,CPT4
2102052,11620,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",radiation,Procedure,CPT4
2722689,00B60ZZ,"Excision of Cerebral Ventricle, Open Approach",surgery,Procedure,ICD10PCS
2750329,0H5V0ZZ,"Destruction of Bilateral Breast, Open Approach",surgery,Procedure,ICD10PCS
2104079,25077,"Radical resection of tumor (eg, sarcoma), soft tissue of forearm and/or wrist area; less than 3 cm",surgery,Procedure,CPT4
2211867,77412,"Radiation treatment delivery, >=1 MeV; complex",radiation,Procedure,CPT4
2748726,0D150ZA,"Bypass Esophagus to Jejunum, Open Approach",surgery,Procedure,ICD10PCS
35605201,81065644,vinorelbine 10 MG/ML Injectable Solution [Navelbine],chemo,Drug,NDC
2722980,00C70ZZ,"Extirpation of Matter from Cerebral Hemisphere, Open Approach",surgery,Procedure,ICD10PCS
2748944,0D154ZA,"Bypass Esophagus to Jejunum, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2744171,0BBC4ZZ,"Excision of Right Upper Lung Lobe, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
40173296,78034184,Octreotide 10 MG/ML Injectable Suspension [Sandostatin LAR Depot],chemo,Drug,NDC
40224789,58016092610,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19077215,J9181,"Injection, etoposide, 10 mg",chemo,Drug,HCPCS
43532500,173084913,trametinib 0.5 MG Oral Tablet [Mekinist],chemo,Drug,NDC
19051643,62856060301,denileukin diftitox 0.15 MG/ML Injectable Solution [Ontak],chemo,Drug,NDC
40224789,719154511,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
1378385,55390030405,Paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
2753372,0DTF7ZZ,"Resection of Right Large Intestine, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
42628984,69017301,20 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
46275601,10019094001,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
2211855,77372,"Radiation treatment delivery, stereotactic radiosurgery (SRS), complete course of treatment of cranial lesion(s) consisting of 1 session; linear accelerator based",radiation,Procedure,CPT4
46221777,62856072405,{60 (lenvatinib 10 MG Oral Capsule [Lenvima]) / 30 (lenvatinib 4 MG Oral Capsule [Lenvima]) } Pack [Lenvima 24],chemo,Drug,NDC
1836433,33261074030,sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet,chemo,Drug,NDC
19125747,85143002,temozolomide 180 MG Oral Capsule [Temodar],chemo,Drug,NDC
40168052,52609300200,melphalan 50 MG Injection [Alkeran],chemo,Drug,NDC
19007332,63629147202,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
40224789,719154515,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
2750729,0FBC8ZX,"Excision of Ampulla of Vater, Via Natural or Artificial Opening Endoscopic, Diagnostic",surgery,Procedure,ICD10PCS
2751105,0HBV8ZZ,"Excision of Bilateral Breast, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
35604254,703443281,2 ML irinotecan hydrochloride 20 MG/ML Injection,chemo,Drug,NDC
42735435,17310,"Chemosurgery (Mohs micrographic technique), including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and complete histopathologic ... (Deprecated)",surgery,Procedure,CPT4
35605112,409018125,26.3 ML gemcitabine 38 MG/ML Injection,chemo,Drug,NDC
42628905,703415611,20 ML idarubicin hydrochloride 1 MG/ML Injection,chemo,Drug,NDC
40224789,54569080902,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
2110070,56637,"Vulvectomy, radical, complete; with bilateral inguinofemoral lymphadenectomy",surgery,Procedure,CPT4
40223694,78059451,everolimus 2.5 MG Oral Tablet [Afinitor],chemo,Drug,NDC
35604789,2764001,pemetrexed 100 MG Injection [Alimta],chemo,Drug,NDC
2211833,77263,Therapeutic radiology treatment planning; complex,radiation,Procedure,CPT4
42628984,68001026631,20 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
4312321,96409,"Chemotherapy administration; intravenous, push technique, single or initial substance/drug",chemo,Procedure,CPT4
35603927,24059240,oxaliplatin 5 MG/ML Injectable Solution [Eloxatin],chemo,Drug,NDC
35603926,24059010,10 ML oxaliplatin 5 MG/ML Injection [Eloxatin],chemo,Drug,NDC
19057912,55390024401,Pentostatin 10 MG Injection,chemo,Drug,NDC
19136751,44567050701,5 ML teniposide 10 MG/ML Injection,chemo,Drug,NDC
42902954,C9120,"Injection, fulvestrant, per 50 mg (Deprecated)",chemo,Drug,HCPCS
2101983,11423,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 2.1 to 3.0 cm",surgery,Procedure,CPT4
2751099,0HBV0ZZ,"Excision of Bilateral Breast, Open Approach",surgery,Procedure,ICD10PCS
19068335,54868535002,temozolomide 100 MG Oral Capsule [Temodar],chemo,Drug,NDC
2748733,0D1547B,"Bypass Esophagus to Ileum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
19075392,63323010395,Cisplatin 1 MG/ML Injectable Solution,chemo,Drug,NDC
19127877,78067301,topotecan 1 MG Oral Capsule [Hycamtin],chemo,Drug,NDC
19008265,51309020230,Vinblastine 1 MG/ML Injectable Solution,chemo,Drug,NDC
40224789,54348080505,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19079138,62756034944,1 ML octreotide 0.1 MG/ML Injection,chemo,Drug,NDC
